transaction_id,date,product_id,outlet_id,distributor_id,qty_sold,sell_in_value,sell_out_value,stock_available
348,2025-12-30,27,57,8,43,396745,349152,407
349,2025-04-23,10,5,5,58,2304893,1881701,399
350,2025-08-23,19,96,8,141,2192475,1701445,58
351,2025-05-18,25,70,6,139,224527,207642,225
352,2025-10-07,7,55,2,64,1298681,1235313,16
353,2025-08-19,9,45,2,113,542352,503517,121
354,2025-04-18,26,95,10,90,2609623,2337014,84
355,2025-11-12,5,101,4,53,298964,263422,272
356,2025-05-24,20,69,3,83,1277398,1043055,136
357,2025-09-21,22,105,2,35,1776359,1707643,141
358,2025-12-02,5,90,3,64,663389,606085,424
359,2025-05-07,25,108,11,101,2102938,1645968,323
360,2025-05-18,21,54,7,116,366738,328499,450
361,2025-02-17,13,66,12,72,2963798,2861124,188
362,2025-08-21,16,42,10,1,440664,404579,234
363,2025-11-22,22,90,6,17,2291538,1928271,495
364,2025-08-08,27,28,8,69,1404194,1320671,172
365,2025-10-08,19,17,10,125,1491748,1425597,390
366,2025-01-25,2,13,11,118,118288,92096,439
367,2025-03-22,15,59,1,154,1258017,1231610,465
368,2025-03-09,21,39,3,99,618094,556627,128
369,2025-02-12,12,86,11,43,267211,224766,156
370,2025-12-25,25,30,7,24,449229,337033,244
371,2025-02-09,5,76,4,133,2902054,2473610,4
372,2025-12-23,11,105,2,109,2960977,2310747,36
373,2025-04-28,13,12,12,27,482858,396943,451
374,2025-06-03,5,49,3,37,336939,293816,4
375,2025-11-09,21,22,8,90,943619,844027,77
376,2025-07-30,20,88,8,56,413595,395486,71
377,2025-03-05,19,94,7,125,2591380,2130984,71
378,2025-05-07,9,83,2,64,2371113,2106093,369
379,2025-11-08,10,100,12,7,2811552,2675023,105
380,2025-09-23,20,66,4,101,1289593,1158852,401
381,2025-05-03,16,50,2,62,2145401,1923907,36
382,2025-09-28,1,47,6,34,1672517,1585524,291
383,2025-08-04,12,70,11,45,2025578,1963846,394
384,2025-02-07,1,76,2,4,1149684,919311,472
385,2025-01-31,26,51,9,74,2686416,2455128,392
386,2025-08-01,14,90,7,22,2736608,2390180,315
387,2025-03-20,9,11,5,29,3072393,2955066,498
388,2025-03-21,18,42,7,23,1891322,1722418,373
389,2025-05-03,2,32,2,112,536482,458303,311
390,2025-01-29,10,86,12,45,550980,414839,70
391,2025-12-26,1,21,8,89,2243643,1949638,421
392,2025-05-13,6,48,3,69,545165,505601,15
393,2025-06-21,26,55,5,135,317898,257649,499
394,2025-10-23,21,10,8,117,2192374,1825871,255
395,2025-10-18,6,48,3,66,481614,460269,345
396,2025-03-01,8,95,9,1,328591,311339,6
397,2025-05-06,2,61,6,99,679500,537593,491
398,2025-01-19,18,103,12,108,991685,817162,213
399,2025-06-13,9,106,2,147,1613670,1254567,344
400,2025-01-27,6,29,9,12,1731600,1326151,238
401,2025-05-25,25,109,5,84,412327,361697,4
402,2025-07-08,7,38,10,78,2661866,2144916,188
403,2025-10-30,16,99,4,140,1078136,845938,477
404,2025-07-29,1,30,9,89,2717333,2562722,449
405,2025-01-05,11,1,11,97,1339793,1036876,271
406,2025-05-02,14,63,1,37,1223672,943935,471
407,2025-04-29,28,67,7,96,1972912,1921907,43
408,2025-10-25,4,65,3,101,363861,322430,31
409,2025-08-11,22,17,4,75,1144675,1082530,474
410,2025-07-21,23,107,12,84,1384030,1182147,119
411,2025-02-08,7,18,10,28,701839,543434,230
412,2025-08-27,11,53,2,138,1552766,1509080,106
413,2025-08-20,10,60,5,31,429252,337500,351
414,2025-06-05,27,91,12,11,951862,896904,167
415,2025-03-17,3,92,4,128,2396756,2080613,346
416,2025-06-03,9,105,3,8,1746143,1652826,284
417,2025-10-09,8,13,8,27,636334,495026,31
418,2025-04-24,5,26,7,96,2928489,2620905,330
419,2025-02-13,19,76,5,20,141436,138514,101
420,2025-11-27,15,104,3,24,1440621,1121064,482
421,2025-08-25,2,22,10,111,1706744,1474812,195
422,2025-12-16,14,23,6,55,834968,679034,228
423,2025-03-18,2,79,10,88,3870834,3165855,210
424,2025-10-09,16,8,2,72,1656482,1294647,102
425,2025-11-26,26,68,4,140,131914,128954,400
426,2025-07-03,16,70,8,89,2422512,2096806,198
427,2025-05-19,6,4,6,57,172907,165303,398
428,2025-05-24,2,104,8,136,1549182,1435121,119
429,2025-03-23,4,32,11,86,1635053,1426990,405
430,2025-01-29,25,29,10,100,1538158,1484472,432
431,2025-03-30,6,31,10,114,4166479,3468677,302
432,2025-01-15,23,90,6,146,2413936,1889347,485
433,2025-04-07,27,104,8,139,1346262,1064055,19
434,2025-02-16,2,30,10,57,133584,116362,0
435,2025-06-19,20,26,3,88,794320,763595,432
436,2025-06-15,2,3,3,37,515234,486736,440
437,2025-07-06,3,48,12,102,2507932,1939226,154
438,2025-06-15,5,21,12,112,2731275,2651937,332
439,2025-06-12,6,91,9,92,986324,890721,417
440,2025-03-31,13,40,12,76,584137,461978,0
441,2025-12-26,19,51,10,9,813706,723017,471
442,2025-11-10,8,82,10,27,2131150,1667300,381
443,2025-02-09,8,45,6,43,2718360,2592292,45
444,2025-12-29,22,82,12,86,1923301,1447516,107
445,2025-05-08,23,9,6,66,503129,460712,24
446,2025-07-17,15,94,7,43,1786522,1542498,193
447,2025-06-29,18,49,2,123,2474540,2226400,351
448,2025-04-26,6,58,2,9,1286936,971144,133
449,2025-02-23,3,44,3,97,724882,665700,280
450,2025-02-17,11,77,10,124,179994,152851,334
451,2025-03-26,20,114,7,57,384480,297314,105
452,2025-04-08,14,90,9,139,1162601,1048593,152
453,2025-05-02,4,7,7,147,2355452,2221583,78
454,2025-01-28,12,1,7,23,1285429,1207655,320
455,2025-11-04,16,26,2,7,918023,724587,149
456,2025-02-11,16,109,2,79,1717098,1473814,458
457,2025-12-05,9,12,11,140,1675406,1327797,453
458,2025-07-15,12,24,8,12,1154343,982507,134
459,2025-04-26,27,35,10,16,683887,631237,341
460,2025-02-19,3,86,6,139,1786385,1738621,301
461,2025-04-27,18,8,7,134,1805870,1755476,351
462,2025-09-01,19,113,4,122,1303476,1001277,462
463,2025-01-18,17,74,9,147,2891787,2822481,75
464,2025-03-03,25,58,3,60,1314223,1230041,64
465,2025-01-22,14,11,11,112,896910,878408,321
466,2025-03-17,27,77,5,114,463495,356898,284
467,2025-07-23,18,42,5,134,1971650,1894651,6
468,2025-12-25,20,76,9,108,521938,441205,75
469,2025-10-18,19,75,2,28,2410066,2239662,402
470,2025-05-27,28,69,6,106,1157869,970410,248
471,2025-10-20,20,61,1,45,1205170,1015577,316
472,2025-11-08,22,89,7,10,1710075,1632441,169
473,2025-12-20,8,7,12,122,1176524,1125130,10
474,2025-06-22,27,102,5,80,1225859,1157032,439
475,2025-12-23,22,13,4,35,1310306,1276330,226
476,2025-06-14,9,94,7,23,838259,713857,467
477,2025-07-28,24,63,9,96,285744,248172,81
478,2025-02-03,10,91,9,104,618956,575331,268
479,2025-10-19,1,23,4,52,291707,235519,233
480,2025-01-26,12,91,4,71,1594979,1498333,258
481,2025-07-23,21,119,2,8,1064761,889786,304
482,2025-08-17,6,112,8,142,1516999,1257861,428
483,2025-05-13,24,107,12,24,1245667,942114,25
484,2025-03-25,28,74,4,79,3871431,3104019,105
485,2025-05-18,21,53,9,6,2911353,2189472,466
486,2025-03-09,21,23,10,4,1383982,1118326,412
487,2025-06-06,23,91,11,71,1827574,1747089,436
488,2025-06-28,15,33,4,120,1317288,1193140,422
489,2025-11-16,13,75,2,2,2195444,2151246,494
490,2025-07-11,18,83,10,73,1301898,1181361,246
491,2025-02-02,11,36,11,84,1211339,981261,364
492,2025-11-30,10,25,3,133,1057899,1012333,412
493,2025-11-04,13,85,6,36,156767,141206,151
494,2025-05-13,14,52,7,10,2495378,2277920,292
495,2025-04-08,11,93,12,57,2928626,2556591,401
496,2025-09-01,22,46,9,77,762975,719750,448
497,2025-10-13,6,38,2,121,586636,539946,371
498,2025-10-14,25,117,3,86,2794897,2153577,181
499,2025-04-25,24,112,5,108,1439644,1202803,299
500,2025-05-31,15,109,2,121,275137,261179,298
501,2025-10-25,20,10,8,50,2149154,1671091,348
502,2025-07-15,17,39,7,14,682410,533367,102
503,2025-06-25,14,73,8,37,1377008,1305886,92
504,2025-02-11,16,43,11,46,1364553,1222550,2
505,2025-08-20,9,27,3,148,714525,616351,390
506,2025-02-15,5,79,7,110,1741954,1478354,244
507,2025-07-16,1,5,9,52,1614900,1564056,456
508,2025-06-14,25,107,9,49,125145,113337,320
509,2025-05-08,8,89,6,80,590774,457036,257
510,2025-10-29,10,22,2,12,1300750,1259316,233
511,2025-09-24,20,68,6,112,2930564,2868900,175
512,2025-09-08,12,97,4,43,1741947,1314122,114
513,2025-03-09,7,94,1,182,1062282,826803,364
514,2025-11-30,26,5,7,66,2292834,2048236,304
515,2025-01-25,22,14,11,6,252312,229261,213
516,2025-08-16,13,16,9,65,2039762,1859099,105
517,2025-12-22,22,81,1,78,1815262,1637698,339
518,2025-09-24,9,80,10,36,1806682,1700178,53
519,2025-09-19,24,80,2,73,528203,491490,254
520,2025-04-12,20,26,5,134,895878,745658,209
521,2025-06-01,6,6,9,128,921131,836651,246
522,2025-06-19,8,1,1,23,513180,483468,342
523,2025-09-10,5,12,9,20,474843,454946,329
524,2025-04-29,15,38,5,119,260051,201007,89
525,2025-01-21,28,38,6,81,1836753,1689563,48
526,2025-01-24,1,110,3,44,1428503,1188844,224
527,2025-11-15,9,113,12,24,1612890,1511990,93
528,2025-02-28,13,52,8,70,1667808,1515499,244
